,OV Circuit Value,Value Feature,Output Feature
600,0.1525,5888: elements related to database models and data structures,11800:  punctuation marks and their contextual usage within sentences
601,-0.1525,15730: keywords and phrases related to healthcare and treatment interventions,9306:  phrases and terms related to legal and procedural contexts
602,-0.1523,867:  mathematical notation and formal expressions in the document,14388:  references to specific individuals and their relationships
603,0.1522,11541:  coding elements related to data parsing and storage operations,14952:  punctuation marks and formatting elements in the text
604,0.1522,6367: concepts related to renormalization and gauge invariance in theoretical physics,7801:  usernames or identifiers in a coding context
605,-0.1522,6839:  sections of text marked for data structure headers or types of formatting,11482: numerical representations or indicators related to data or formatting elements
606,-0.152,9577: code syntax and constructs related to handling errors and memory management,6114: genes associated with tumor regulation and apoptosis
607,0.1519,5447: terms related to variation and its impact in different contexts,14677: terms related to historical events and their socio-economic implications
608,0.1517,6443: questions and phrases related to timing and decision-making,879: conditional phrases and references to evidence or support
609,0.1517,7578:  numerical sequences and values related to statistics or data representation,10324: phrases related to capability and ability
610,0.1516,"563: the context or formatting of sections in a document, particularly those marked with specific tags such as <bos>",9249:  mathematical expressions or notations
611,0.1515,2441: references to firsts and notable achievements in various contexts,14388:  references to specific individuals and their relationships
612,-0.1515,15794: references to corporate entities and business operations,879: conditional phrases and references to evidence or support
613,0.1515,3230: references to matrices and array structures,3672: references to variables and factors influencing specific medical conditions or research findings
614,-0.1515,9752: the presence of numerical values and their associated contexts or relationships,13793: terms related to classification and assessment of information
615,-0.1514,8627: specific names and identifiers related to programming constructs and data,3602: references to binding actions or concepts in programming contexts
616,-0.1514,9295: terms related to programming exceptions and errors in software development,14952:  punctuation marks and formatting elements in the text
617,0.1514,"13462:  occurrences of the word ""little.""",8623: content related to scientific publications and technical specifications
618,0.1512,"10324:  substances and materials, particularly those related to biology and chemistry",1391:  prepositions and their relationships in sentences
619,-0.1511,4585: functions and methods related to displaying alerts and notifications,13158: mathematical equations and physical variables related to scientific concepts
620,0.1511,"7907:  terms related to ""medium"" in various contexts",1391:  prepositions and their relationships in sentences
621,0.1511,5888: elements related to database models and data structures,490: phrases related to self-awareness and personal identity
622,0.151,4736: terms related to statistical estimation and modeling methodologies,9306:  phrases and terms related to legal and procedural contexts
623,0.151,"15060: phrases related to physical health interventions, particularly those targeting children",9306:  phrases and terms related to legal and procedural contexts
624,0.151,8255:  punctuation and quotation marks in text,1391:  prepositions and their relationships in sentences
625,0.151,15794: references to corporate entities and business operations,912:  references to structural models and their connections in a technical context
626,0.151,15730: keywords and phrases related to healthcare and treatment interventions,14188: references to names and personal identifiers
627,-0.151,8537:  phrases related to beginnings and endings,12557: elements related to character relationships and dynamics within a narrative
628,-0.1509,8611:  programming constructs related to data types and structures,13452: descriptions of scientific experimental setups and materials used in research
629,0.1509,14942:  sequences of numerical values and their representations,9249:  mathematical expressions or notations
630,0.1509,12333:  elements related to statistics and quantitative data,1391:  prepositions and their relationships in sentences
631,-0.1509,14174:  words related to recommendations or suggestions,490: phrases related to self-awareness and personal identity
632,0.1509,12570: references to faces or facial features,8160: terms related to scientific research and medical conditions
633,-0.1509,15752: imperative verbs suggesting actions or attempts to encourage engagement or experimentation,879: conditional phrases and references to evidence or support
634,-0.1509,"7078:  mentions of ""New"" in reference to locations, particularly cities and states",5256:  HTML element identifiers and their attributes
635,-0.1508,999: HTML attributes and element classes used in forms and user interface components,12557: elements related to character relationships and dynamics within a narrative
636,0.1506,5511: frequently occurring articles in a text,7801:  usernames or identifiers in a coding context
637,-0.1506,12229:  special characters and formatting elements used in programming or markup languages,14388:  references to specific individuals and their relationships
638,-0.1506,4783: import statements and associated classes in Java code,11482: numerical representations or indicators related to data or formatting elements
639,-0.1506,5980: references to comparisons and contrasts between two or more entities,15473: questions and expressions of uncertainty or opinion
640,0.1505,12229:  special characters and formatting elements used in programming or markup languages,5256:  HTML element identifiers and their attributes
641,0.1505,8186: references to institutions and their various contexts,14651: elements related to chemical compounds and their structural components
642,0.1505,3175: important considerations related to decisions and facts,3602: references to binding actions or concepts in programming contexts
643,-0.1505,"2246: various instances of the word ""format"" and its variations in different contexts",912:  references to structural models and their connections in a technical context
644,-0.1504,15555: names of individuals,3602: references to binding actions or concepts in programming contexts
645,-0.1504,8255:  punctuation and quotation marks in text,13158: mathematical equations and physical variables related to scientific concepts
646,-0.1504,9033: numeric values and their associations within the text,879: conditional phrases and references to evidence or support
647,-0.1504,2953:  references to instances and singleton patterns in code,5764: different types of hats and roofs
648,-0.1504,5564: terms related to patient satisfaction and assessment within healthcare contexts,5256:  HTML element identifiers and their attributes
649,0.1503,"11655: variations of the modal verb ""can.""",1160: specific programming elements or code structures related to defining and managing animations
650,-0.1501,"10324:  substances and materials, particularly those related to biology and chemistry",13158: mathematical equations and physical variables related to scientific concepts
651,0.15,2199: phrases expressing strong emotions and reactions,11482: numerical representations or indicators related to data or formatting elements
652,0.1499,11541:  coding elements related to data parsing and storage operations,11639:  mathematical operations and programming constructs related to vector calculations
653,-0.1498,7866: elements related to medical conditions and their biochemical or physiological effects,9249:  mathematical expressions or notations
654,-0.1498,"7746: the word ""para"" and its variations, indicating a focus on purpose or intention",1391:  prepositions and their relationships in sentences
655,-0.1498,4736: terms related to statistical estimation and modeling methodologies,14188: references to names and personal identifiers
656,0.1498,"14901: specific terms related to stocks, availability, and product specifications",9249:  mathematical expressions or notations
657,0.1498,4523: mathematical symbols and expressions,5943:  phrases that indicate a perspective or viewpoint
658,-0.1497,8668:  references to values and valuation,13698:  mathematical or logical expressions and structures in the text
659,-0.1497,9403: historical references and details about significant events and figures,1467:  words and phrases related to social equity and representation issues
660,-0.1497,"4036: various forms of the verb ""drive"" and its related expressions",1467:  words and phrases related to social equity and representation issues
661,0.1495,8537:  phrases related to beginnings and endings,5042:  function calls and operations related to managing collections or data structures
662,0.1495,2998:  classes and interfaces related to generic repository patterns in programming,6209:  phrases indicating conditions or qualifications for eligibility
663,0.1495,"7746: the word ""para"" and its variations, indicating a focus on purpose or intention",13158: mathematical equations and physical variables related to scientific concepts
664,-0.1495,7391: references to Michael Jackson and the associated discussions about his legacy and impact,1391:  prepositions and their relationships in sentences
665,-0.1495,"10730: programming-related keywords, particularly those associated with user interface elements in a development context",4743: formal titles and legal terminology related to court cases
666,0.1495,10128: specific proper nouns and their variations,14651: elements related to chemical compounds and their structural components
667,0.1494,"9859: themes of hope, faith, and divine reassurance amidst challenges or uncertainties",14388:  references to specific individuals and their relationships
668,0.1494,15752: imperative verbs suggesting actions or attempts to encourage engagement or experimentation,912:  references to structural models and their connections in a technical context
669,-0.1494,8186: references to institutions and their various contexts,3602: references to binding actions or concepts in programming contexts
670,0.1493,14707: references to varying degrees of quality or standards in products or experiences,8048:  occurrences of selectors and method calls within Objective-C or Swift code
671,0.1492,4585: functions and methods related to displaying alerts and notifications,1391:  prepositions and their relationships in sentences
672,-0.1492,14707: references to varying degrees of quality or standards in products or experiences,5670: phrases related to implications and consequences in scientific contexts
673,0.1492,7391: references to Michael Jackson and the associated discussions about his legacy and impact,13158: mathematical equations and physical variables related to scientific concepts
674,-0.1492,6443: questions and phrases related to timing and decision-making,912:  references to structural models and their connections in a technical context
675,-0.1492,11541:  coding elements related to data parsing and storage operations,27: technical terms and concepts related to object-role modeling and database queries
676,0.149,"6863: the presence of dollar signs, indicating financial amounts or monetary values",5955:  punctuation and spacing irregularities
677,0.149,1986: terms related to professional roles and relationships,1466: specific numeric values or symbols related to data organization in programming contexts
678,-0.1489,9295: terms related to programming exceptions and errors in software development,11639:  mathematical operations and programming constructs related to vector calculations
679,-0.1489,6064: terms associated with results and outcomes,1391:  prepositions and their relationships in sentences
680,0.1489,12449:  elements and attributes related to initialization in programming contexts,879: conditional phrases and references to evidence or support
681,0.1489,3156: references to alternative options or entities,"15333: the word ""at"" and its various forms or contexts"
682,0.1489,11087: specific structural elements or commands in programming and mathematical contexts,8885:  programming concepts related to system checks and configurations
683,0.1488,9295: terms related to programming exceptions and errors in software development,27: technical terms and concepts related to object-role modeling and database queries
684,0.1488,9033: numeric values and their associations within the text,912:  references to structural models and their connections in a technical context
685,0.1488,14942:  sequences of numerical values and their representations,8230:  instances of drying processes and related terminology
686,0.1486,11870: terms related to the COVID-19 pandemic and its impact on poverty,1593: administrative information and contact details related to services
687,0.1484,9429: critical variables and functions used in mathematical and programming contexts,12557: elements related to character relationships and dynamics within a narrative
688,0.1484,6566:  phrases related to informational context and audience-targeting in communication,4743: formal titles and legal terminology related to court cases
689,-0.1484,"501: names of individuals, particularly focusing on ""David Reese"" and other recurring names in various contexts",5670: phrases related to implications and consequences in scientific contexts
690,0.1483,14003: elements related to mathematical notation and formal definitions in scientific contexts,9249:  mathematical expressions or notations
691,0.1483,8627: specific names and identifiers related to programming constructs and data,14651: elements related to chemical compounds and their structural components
692,-0.1482,"563: the context or formatting of sections in a document, particularly those marked with specific tags such as <bos>",14651: elements related to chemical compounds and their structural components
693,0.1482,10186:  references to military events and significant historical actions,12968: references to formal legal or administrative contexts
694,0.1481,6071: code snippets that involve defining functions and conditionals in programming logic,1593: administrative information and contact details related to services
695,-0.1481,12508:  acknowledgments and contributions from authors in a scientific paper,14188: references to names and personal identifiers
696,-0.1481,401: specific code structures or syntax patterns in programming or technical texts,1466: specific numeric values or symbols related to data organization in programming contexts
697,0.1478,8840: emotional conflicts and physical confrontations,11482: numerical representations or indicators related to data or formatting elements
698,0.1478,"7301: names and references related to specific individuals, particularly those with the prefix ""Ton.""",14388:  references to specific individuals and their relationships
699,-0.1478,12449:  elements and attributes related to initialization in programming contexts,912:  references to structural models and their connections in a technical context
700,-0.1478,11087: specific structural elements or commands in programming and mathematical contexts,6692: phrases indicating connections between significant political figures and historical events
701,0.1477,11039:  statements and reports related to police activities and official communications,599: contextual phrases and relationships between subjects and actions
702,0.1477,6064: terms associated with results and outcomes,13158: mathematical equations and physical variables related to scientific concepts
703,-0.1477,2602: HTML and XML structural tags and attributes for web components,3602: references to binding actions or concepts in programming contexts
704,-0.1477,2441: references to firsts and notable achievements in various contexts,5256:  HTML element identifiers and their attributes
705,-0.1476,4055: terms related to caching and cache control in programming and computing contexts,11482: numerical representations or indicators related to data or formatting elements
706,0.1476,11639: content related to legal proceedings and decision-making processes,12761:  key moments and themes related to speeches and formal addresses
707,0.1475,8668:  references to values and valuation,1467:  words and phrases related to social equity and representation issues
708,-0.1475,6566:  phrases related to informational context and audience-targeting in communication,8160: terms related to scientific research and medical conditions
709,0.1475,10667:  mathematical and statistical terms related to data distribution and analysis,11482: numerical representations or indicators related to data or formatting elements
710,0.1473,"5581:  punctuation marks, particularly quotes and some special characters",11482: numerical representations or indicators related to data or formatting elements
711,0.1473,2602: HTML and XML structural tags and attributes for web components,14651: elements related to chemical compounds and their structural components
712,-0.1473,"10903: instances of the word ""found"" and its variations, indicating discovery or realization",13698:  mathematical or logical expressions and structures in the text
713,0.1473,14174:  words related to recommendations or suggestions,9249:  mathematical expressions or notations
714,0.1472,3749:  information related to life status and survival outcomes,4743: formal titles and legal terminology related to court cases
715,0.1471,451:  phrases related to research methodology and study design,14388:  references to specific individuals and their relationships
716,-0.147,9429: critical variables and functions used in mathematical and programming contexts,5042:  function calls and operations related to managing collections or data structures
717,-0.147,14223: specific numerical and visual data related to scientific figures or tables,14188: references to names and personal identifiers
718,-0.147,3175: important considerations related to decisions and facts,14651: elements related to chemical compounds and their structural components
719,0.1469,11684:  numerical values or measurements,8531: information about health risks and the associated implications
720,0.1467,2953:  references to instances and singleton patterns in code,11482: numerical representations or indicators related to data or formatting elements
721,-0.1467,1818: references to academic institutions and legal contexts,4743: formal titles and legal terminology related to court cases
722,-0.1467,8127: specific terms and concepts related to complex systems and interactions,3388: terms related to environmental impact assessments and their implications
723,-0.1467,"14901: specific terms related to stocks, availability, and product specifications",490: phrases related to self-awareness and personal identity
724,0.1467,9144: variables and key performance indicators in a technical or scientific context,"14112: instances of the word ""anyway"" or its variations to indicate a shift in conversation"
725,0.1466,11606: references to data sources or origins in a text,5943:  phrases that indicate a perspective or viewpoint
726,-0.1465,8012: questions and relational phrases,879: conditional phrases and references to evidence or support
727,-0.1465,"14823: numeric values, particularly in relation to statistical data or measurements",490: phrases related to self-awareness and personal identity
728,-0.1464,5492: references to digital marketing strategies and customer engagement,8048:  occurrences of selectors and method calls within Objective-C or Swift code
729,0.1464,7520:  specific scientific terms and variables often related to genetics and molecular biology,9249:  mathematical expressions or notations
730,0.1464,4093:  non-standard whitespace or formatting characters in text,14393:  strings that indicate formatting or structured data outputs
731,-0.1464,1126: tentative language and uncertainty in discussions,5955:  punctuation and spacing irregularities
732,0.1462,7800: references to organizations and resources related to education and social justice,879: conditional phrases and references to evidence or support
733,-0.1462,4093:  non-standard whitespace or formatting characters in text,10964: mathematical terms and symbols
734,-0.1461,"14403: references to statistical methods and models, particularly in the context of data analysis and classification",1391:  prepositions and their relationships in sentences
735,0.1461,5888: elements related to database models and data structures,1439: specific scientific comparisons or contrasts involving biological samples
736,-0.1461,867:  mathematical notation and formal expressions in the document,"8343: references to studies, reasons, and explanations associated with research or clinical findings"
737,-0.1461,847: repeated sequences or patterns in numerical data,1391:  prepositions and their relationships in sentences
738,0.1461,11075: elements related to navigation bars and menu structures in HTML and CSS,"14112: instances of the word ""anyway"" or its variations to indicate a shift in conversation"
739,-0.1461,"12640: references to personal pronouns, particularly ""I""",9306:  phrases and terms related to legal and procedural contexts
740,-0.1461,1942:  rankings and positions of institutions or programs,8531: information about health risks and the associated implications
741,0.1459,14223: specific numerical and visual data related to scientific figures or tables,9306:  phrases and terms related to legal and procedural contexts
742,0.1458,16033:  geographical names of places,11482: numerical representations or indicators related to data or formatting elements
743,-0.1458,"284:  occurrences of the word ""single"" and its related forms",1391:  prepositions and their relationships in sentences
744,-0.1456,5888: elements related to database models and data structures,9249:  mathematical expressions or notations
745,0.1456,13607: phrases indicative of themes of responsibility and social dynamics,11482: numerical representations or indicators related to data or formatting elements
746,0.1456,13584: parameters and conditions related to SQL queries,12557: elements related to character relationships and dynamics within a narrative
747,0.1455,8012: questions and relational phrases,912:  references to structural models and their connections in a technical context
748,-0.1455,11594: mathematical symbols and LaTeX formatting elements in documents,5042:  function calls and operations related to managing collections or data structures
749,-0.1455,8840: emotional conflicts and physical confrontations,5764: different types of hats and roofs
750,0.1454,"14403: references to statistical methods and models, particularly in the context of data analysis and classification",13158: mathematical equations and physical variables related to scientific concepts
751,0.1454,6839:  sections of text marked for data structure headers or types of formatting,5764: different types of hats and roofs
752,0.1453,3420: special characters and symbols used in programming or mathematical contexts,9306:  phrases and terms related to legal and procedural contexts
753,0.1453,6016:  coding references and terminology related to application structure and components,8160: terms related to scientific research and medical conditions
754,0.1453,"10931: references to health-related studies and methodologies, particularly in relation to metabolic health and maternal health",13793: terms related to classification and assessment of information
755,0.1453,15436: terms related to pregnancy and maternal health,599: contextual phrases and relationships between subjects and actions
756,0.1453,4015: objects and containers associated with laboratory or experimental settings,14651: elements related to chemical compounds and their structural components
757,-0.1453,6014: information regarding scientific experimental components and results,11482: numerical representations or indicators related to data or formatting elements
758,0.145,6199: technical terms and numerical data related to scientific studies,3602: references to binding actions or concepts in programming contexts
759,0.1449,"12640: references to personal pronouns, particularly ""I""",14188: references to names and personal identifiers
760,-0.1449,"9859: themes of hope, faith, and divine reassurance amidst challenges or uncertainties",5256:  HTML element identifiers and their attributes
761,-0.1449,11684:  numerical values or measurements,6409:  references to subscription management and event handling in a programming context
762,-0.1448,9013:  phrases that express comparisons or similarities,7630:  references to specific websites and online resources
763,0.1447,1745: questions and mathematical operations involving problem-solving,8531: information about health risks and the associated implications
764,0.1447,12455: elements related to competition and performance recognition within various artistic fields,8930:  expressions of contrast or concession
765,0.1447,"750: instances of the word ""continue"" and its variations in various contexts",14388:  references to specific individuals and their relationships
766,0.1447,13802: parentheses and function calls within code,8160: terms related to scientific research and medical conditions
767,0.1447,"10903: instances of the word ""found"" and its variations, indicating discovery or realization",1467:  words and phrases related to social equity and representation issues
768,-0.1442,7800: references to organizations and resources related to education and social justice,912:  references to structural models and their connections in a technical context
769,0.1442,4055: terms related to caching and cache control in programming and computing contexts,5764: different types of hats and roofs
770,0.1442,12646: elements related to legal terminology and formal processes,1600: past participles and auxiliary verbs expressing completed actions
771,-0.1442,4228: technical terms and concepts related to scientific studies and research findings,490: phrases related to self-awareness and personal identity
772,-0.1442,"7301: names and references related to specific individuals, particularly those with the prefix ""Ton.""",5256:  HTML element identifiers and their attributes
773,0.144,"284:  occurrences of the word ""single"" and its related forms",13158: mathematical equations and physical variables related to scientific concepts
774,0.144,7883: equalities or assignments in mathematical or programming contexts,13158: mathematical equations and physical variables related to scientific concepts
775,-0.1439,1371: distinct pieces of punctuation and sentence endings,11482: numerical representations or indicators related to data or formatting elements
776,0.1439,"882:  instances of the word ""merge"" and its variations, indicating a focus on the concept of combining or consolidating elements",14388:  references to specific individuals and their relationships
777,-0.1439,14942:  sequences of numerical values and their representations,12755: code-related elements and structures in programming contexts
778,0.1439,4868: emotional expressions and reactions in interpersonal interactions,4088: low-activation segments in the document that are largely empty or lack substantive content
779,0.1438,847: repeated sequences or patterns in numerical data,13158: mathematical equations and physical variables related to scientific concepts
780,-0.1437,13584: parameters and conditions related to SQL queries,5042:  function calls and operations related to managing collections or data structures
781,0.1436,1205:  references to policy and decision-making,6114: genes associated with tumor regulation and apoptosis
782,-0.1436,"13462:  occurrences of the word ""little.""",1466: specific numeric values or symbols related to data organization in programming contexts
783,-0.1436,"6405: references to formulas, theorems, and structural components in a technical context",5670: phrases related to implications and consequences in scientific contexts
784,0.1436,8692: terms related to the implementation process in various contexts,"8158: references to scientific figures, tables, and related notations in academic texts"
785,0.1436,11759: mathematical notations and symbols,7991:  expressions related to family relationships and survival
786,-0.1434,"11845: references to key roles and positions within organizations, particularly in relation to leadership and formal titles",16171: 
787,0.1433,12782: specific dates and events related to patents and their issuance,9965:  phrases associated with violence or aggression
788,0.1433,2880: phrases indicating disbelief or skepticism,5670: phrases related to implications and consequences in scientific contexts
789,-0.1433,3036: queries related to SQL and data manipulation,8623: content related to scientific publications and technical specifications
790,0.1432,11059: financial advice related to debt management,14388:  references to specific individuals and their relationships
791,-0.1431,1010: references to legal and procedural terms associated with filings and judgments,9306:  phrases and terms related to legal and procedural contexts
792,-0.1431,"563: the context or formatting of sections in a document, particularly those marked with specific tags such as <bos>",490: phrases related to self-awareness and personal identity
793,0.1431,12192:  components and classes related to the Java Swing framework,13793: terms related to classification and assessment of information
794,0.1431,13673: emphasized text in the document,14651: elements related to chemical compounds and their structural components
795,-0.1431,2199: phrases expressing strong emotions and reactions,5764: different types of hats and roofs
796,-0.1431,4783: import statements and associated classes in Java code,9306:  phrases and terms related to legal and procedural contexts
797,-0.1431,451:  phrases related to research methodology and study design,5256:  HTML element identifiers and their attributes
798,0.143,1428: HTML link attributes and metadata,14388:  references to specific individuals and their relationships
799,0.1428,319: quantitative references or statistics related to membership or participation,5670: phrases related to implications and consequences in scientific contexts
800,-0.1428,319: quantitative references or statistics related to membership or participation,8048:  occurrences of selectors and method calls within Objective-C or Swift code
801,0.1428,4198: formal statements and comments made by officials or representatives,12557: elements related to character relationships and dynamics within a narrative
802,0.1427,5980: references to comparisons and contrasts between two or more entities,3388: terms related to environmental impact assessments and their implications
803,-0.1427,4015: objects and containers associated with laboratory or experimental settings,3602: references to binding actions or concepts in programming contexts
804,-0.1426,7884: affirmative statements addressing the reader about self-empowerment and actions to take,13698:  mathematical or logical expressions and structures in the text
805,0.1426,4783: import statements and associated classes in Java code,5764: different types of hats and roofs
806,0.1426,1302: shipping-related terms and phrases for large items,6461:  terms related to data processing and retrieval methods
807,0.1426,999: HTML attributes and element classes used in forms and user interface components,5042:  function calls and operations related to managing collections or data structures
808,0.1425,1942:  rankings and positions of institutions or programs,6409:  references to subscription management and event handling in a programming context
809,-0.1423,"12748: syntactic structures related to programming logic, specifically conditions and control flow statements",12557: elements related to character relationships and dynamics within a narrative
810,-0.1423,5888: elements related to database models and data structures,16048: specific terms related to legal classifications and actions
811,0.1423,3478: complex mathematical or financial concepts and terminology,11482: numerical representations or indicators related to data or formatting elements
812,0.1422,8398: specialized mechanical and automation processes,11482: numerical representations or indicators related to data or formatting elements
813,-0.1422,9752: the presence of numerical values and their associated contexts or relationships,9026: the presence of special characters or formatting
814,-0.1422,6257: terms related to names and classifications in various contexts,879: conditional phrases and references to evidence or support
815,-0.1421,15948: elements related to tables and formatting in HTML,14188: references to names and personal identifiers
816,-0.1421,7883: equalities or assignments in mathematical or programming contexts,1391:  prepositions and their relationships in sentences
817,-0.142,13802: parentheses and function calls within code,4743: formal titles and legal terminology related to court cases
818,0.142,9184:  instances of commas and punctuation that lead into statements or clauses,12968: references to formal legal or administrative contexts
819,-0.142,13673: emphasized text in the document,3602: references to binding actions or concepts in programming contexts
820,0.1418,11245: references to customer service interactions and employee assistance,9249:  mathematical expressions or notations
821,-0.1417,"7981:  topics related to hierarchy, authority, and decision-making within religious or community frameworks",7991:  expressions related to family relationships and survival
822,-0.1417,5434: terms related to superconductivity and superlatives,5042:  function calls and operations related to managing collections or data structures
823,0.1417,14003: elements related to mathematical notation and formal definitions in scientific contexts,14188: references to names and personal identifiers
824,-0.1417,8660:  scientific notation and mathematical expressions related to physical concepts,879: conditional phrases and references to evidence or support
825,0.1417,"13462:  occurrences of the word ""little.""",5943:  phrases that indicate a perspective or viewpoint
826,0.1417,6646: words and phrases related to loans and financial schemes,12557: elements related to character relationships and dynamics within a narrative
827,0.1416,2880: phrases indicating disbelief or skepticism,11482: numerical representations or indicators related to data or formatting elements
828,-0.1415,"10324:  substances and materials, particularly those related to biology and chemistry",490: phrases related to self-awareness and personal identity
829,-0.1415,"4591:  expressions related to personal experiences, actions, and abilities",5042:  function calls and operations related to managing collections or data structures
830,-0.1415,8658: structured data and technical specifics related to categories and attributes,11800:  punctuation marks and their contextual usage within sentences
831,0.1415,"14823: numeric values, particularly in relation to statistical data or measurements",9249:  mathematical expressions or notations
832,-0.1415,4789:  terms related to leaks and bodily fluids,3602: references to binding actions or concepts in programming contexts
833,0.1412,8084: references to the color black and its associations,13698:  mathematical or logical expressions and structures in the text
834,0.1412,"10324:  substances and materials, particularly those related to biology and chemistry",9249:  mathematical expressions or notations
835,0.1412,13440:  text related to statistical software and libraries,13158: mathematical equations and physical variables related to scientific concepts
836,0.1411,5283: phrases related to fairness and responsibility in contexts involving work or social interactions,11482: numerical representations or indicators related to data or formatting elements
837,0.1411,16369: ,14651: elements related to chemical compounds and their structural components
838,0.1411,11594: mathematical symbols and LaTeX formatting elements in documents,12557: elements related to character relationships and dynamics within a narrative
839,-0.141,9866: phrases related to the benefits and implications of various subjects,1391:  prepositions and their relationships in sentences
840,0.141,15948: elements related to tables and formatting in HTML,9306:  phrases and terms related to legal and procedural contexts
841,-0.141,"750: instances of the word ""continue"" and its variations in various contexts",5256:  HTML element identifiers and their attributes
842,0.1409,13086: technical terms related to genetic sequences and their analysis,11482: numerical representations or indicators related to data or formatting elements
843,-0.1409,6016:  coding references and terminology related to application structure and components,4743: formal titles and legal terminology related to court cases
844,-0.1409,6199: technical terms and numerical data related to scientific studies,14651: elements related to chemical compounds and their structural components
845,-0.1407,7520:  specific scientific terms and variables often related to genetics and molecular biology,490: phrases related to self-awareness and personal identity
846,0.1407,"9107: the verb ""is"" in various contexts",9306:  phrases and terms related to legal and procedural contexts
847,-0.1407,3967: actions related to reporting or presenting information,879: conditional phrases and references to evidence or support
848,-0.1407,"882:  instances of the word ""merge"" and its variations, indicating a focus on the concept of combining or consolidating elements",5256:  HTML element identifiers and their attributes
849,0.1407,"9518: references to parental relationships, particularly focusing on paternity and legitimacy issues related to children born out of wedlock",15473: questions and expressions of uncertainty or opinion
850,-0.1407,12570: references to faces or facial features,4743: formal titles and legal terminology related to court cases
851,-0.1406,9295: terms related to programming exceptions and errors in software development,9257: beginning of sentences or sections
852,-0.1406,8658: structured data and technical specifics related to categories and attributes,490: phrases related to self-awareness and personal identity
853,-0.1406,14003: elements related to mathematical notation and formal definitions in scientific contexts,9306:  phrases and terms related to legal and procedural contexts
854,0.1405,13263: educational qualifications and degrees held by individuals,13158: mathematical equations and physical variables related to scientific concepts
855,-0.1405,1745: questions and mathematical operations involving problem-solving,6409:  references to subscription management and event handling in a programming context
856,0.1405,11541:  coding elements related to data parsing and storage operations,9257: beginning of sentences or sections
857,0.1405,1: instructions related to cooking and food preparation,9249:  mathematical expressions or notations
858,-0.1405,13263: educational qualifications and degrees held by individuals,1391:  prepositions and their relationships in sentences
859,-0.1405,14942:  sequences of numerical values and their representations,3598: instances of high impact or intense narratives
860,0.1404,5434: terms related to superconductivity and superlatives,12557: elements related to character relationships and dynamics within a narrative
861,-0.1404,10667:  mathematical and statistical terms related to data distribution and analysis,5764: different types of hats and roofs
862,0.1404,9866: phrases related to the benefits and implications of various subjects,13158: mathematical equations and physical variables related to scientific concepts
863,-0.1403,15313: mathematical or statistical values and expressions related to health metrics,8531: information about health risks and the associated implications
864,-0.1403,11452: numerical data and statistics,9306:  phrases and terms related to legal and procedural contexts
865,0.1403,6014: information regarding scientific experimental components and results,5764: different types of hats and roofs
866,0.1403,7583: references to legal proceedings and the roles of defense counsel,5670: phrases related to implications and consequences in scientific contexts
867,0.1403,9295: terms related to programming exceptions and errors in software development,3186: elements related to academic citations and article information
868,0.1403,7439:  sequences of numerical values and specific formatting symbols,879: conditional phrases and references to evidence or support
869,-0.1403,5566: terms related to warmth or effects that evoke a warm sensation,1391:  prepositions and their relationships in sentences
870,0.1403,10645: elements of dialogue and interactions in a narrative context,879: conditional phrases and references to evidence or support
871,-0.1403,11541:  coding elements related to data parsing and storage operations,3186: elements related to academic citations and article information
872,-0.1403,7583: references to legal proceedings and the roles of defense counsel,8048:  occurrences of selectors and method calls within Objective-C or Swift code
873,-0.1401,"13462:  occurrences of the word ""little.""",1439: specific scientific comparisons or contrasts involving biological samples
874,0.1401,5566: terms related to warmth or effects that evoke a warm sensation,13158: mathematical equations and physical variables related to scientific concepts
875,0.1401,12362: references to companies and their products or services,1494: time frames and sequences of actions
876,-0.1401,7439:  sequences of numerical values and specific formatting symbols,912:  references to structural models and their connections in a technical context
877,-0.14,8659: expressions of uncertainty or doubt in various contexts,12557: elements related to character relationships and dynamics within a narrative
878,0.14,"6405: references to formulas, theorems, and structural components in a technical context",8048:  occurrences of selectors and method calls within Objective-C or Swift code
879,0.14,1292: references to dates and chronological information,13158: mathematical equations and physical variables related to scientific concepts
880,0.14,"5940: the definite article ""the"" and variations of it",9965:  phrases associated with violence or aggression
881,0.14,8659: expressions of uncertainty or doubt in various contexts,5042:  function calls and operations related to managing collections or data structures
882,0.1399,"10247: references to institutions, funding, and authorship in academic or research contexts",3602: references to binding actions or concepts in programming contexts
883,0.1399,"501: names of individuals, particularly focusing on ""David Reese"" and other recurring names in various contexts",8048:  occurrences of selectors and method calls within Objective-C or Swift code
884,0.1399,6304: legal terminology and concepts related to discrimination and harassment cases,"10041: terms and phrases related to computing, particularly regarding resource management and limitations"
885,-0.1399,13440:  text related to statistical software and libraries,1391:  prepositions and their relationships in sentences
886,-0.1399,609: syntax elements related to function or method invocations in code,11482: numerical representations or indicators related to data or formatting elements
887,-0.1398,11245: references to customer service interactions and employee assistance,490: phrases related to self-awareness and personal identity
888,-0.1398,11059: financial advice related to debt management,5256:  HTML element identifiers and their attributes
889,0.1398,11830:  references to the front part of objects or entities,14388:  references to specific individuals and their relationships
890,0.1398,8660:  scientific notation and mathematical expressions related to physical concepts,3265: significant events and personal milestones
891,-0.1398,1: instructions related to cooking and food preparation,490: phrases related to self-awareness and personal identity
892,-0.1398,977: numerical values and symbols related to measurement or data representation,9306:  phrases and terms related to legal and procedural contexts
