,OV Circuit Value,Value Feature,Output Feature
579,0.1848,11784:  technical terms and names in an academic or programming context,3278:  occurrences of Java syntax and SQL commands
580,0.1848,7008: punctuation marks and commas in the text,1294: legal terms and references related to court cases and administrative processes
581,-0.1846,1480: legal terminology related to parental rights and citizenship,"10041: terms and phrases related to computing, particularly regarding resource management and limitations"
582,-0.1842,7174: special character sequences and codes,"723:  various forms and contexts of the word ""display."""
583,-0.1841,"3731: sections of text containing structured, informational content related to various topics or categories",12414: phrases indicating transition or change
584,0.184,5263: phrases and references related to organizations or groups,9832: keywords related to customer inquiries and product availability
585,-0.184,14181: various forms of punctuation and special characters,14247:  programming-related syntax and function calls
586,-0.1836,11468: full stops or periods,2192: references to Israel and its related entities or concepts
587,0.1836,6304: legal terminology and concepts related to discrimination and harassment cases,15209: technical terms and attributes related to system configuration and networking
588,-0.1835,8183: words related to causes and effects,3278:  occurrences of Java syntax and SQL commands
589,-0.1833,212: elements related to research proposals and scientific inquiry,"11025:  code-related terms, particularly those associated with class and method definitions in programming languages"
590,0.1831,8629:  elements of structured data or formatting indicators,"11025:  code-related terms, particularly those associated with class and method definitions in programming languages"
591,0.1826,14181: various forms of punctuation and special characters,"10041: terms and phrases related to computing, particularly regarding resource management and limitations"
592,-0.1826,6887: discussions around accountability and consequences related to authority and governance,10530: elements related to numerical or code representations
593,0.1825,957: words indicating time and changes in circumstances,14247:  programming-related syntax and function calls
594,0.1823,6034: text that contains structured summaries or descriptions related to scientific or technical information,14247:  programming-related syntax and function calls
595,0.182,13702: elements related to programming constructs and data structures,6896:  references to traditional Chinese medicine and its related studies
596,0.182,3054: specific legal terms and concepts related to policy and regulations,6844: scientific references and technical terms related to chemical or molecular phenomena
597,-0.1819,498:  phrases related to legal rules and regulations,12625: keywords related to exceptions and error handling in programming
598,-0.1818,"4309: references to social media, particularly Facebook and Patreon links",13721: questions and answers in a quiz or assessment format
599,-0.1818,6034: text that contains structured summaries or descriptions related to scientific or technical information,"10041: terms and phrases related to computing, particularly regarding resource management and limitations"
600,-0.1818,11387: statements related to decision-making and audience engagement,"4086: references to specific entities or categories, particularly in relation to agreements or contracts"
601,0.1818,11828: keywords and variables related to programming and code structures,"13077: terms related to optimal configurations and conditions in various contexts, particularly relating to measurements and performance"
602,0.1818,3633: statistical terms and values in research data,12414: phrases indicating transition or change
603,0.1818,10784:  URLs or content related to web addresses,15209: technical terms and attributes related to system configuration and networking
604,0.1816,14002: code related to HTML elements and AJAX data attributes,13817: legal terminology and references related to cases
605,0.1815,13543: important keywords and concepts related to law and evaluations in formal contexts,2270: mathematical expressions or statements involving inequalities and conditions
606,0.1812,2561: terms related to modifications and adjustments in settings or parameters,"10212: elements and structures related to data definitions and programming concepts, particularly in the context of object encoding and messages"
607,0.1809,12890: phrases indicating quantities or relationships in data,9832: keywords related to customer inquiries and product availability
608,0.1808,4031:  numerical values and dates in the text,8675: references to measurements and performance indicators in a scientific or technical context
609,0.1807,13702: elements related to programming constructs and data structures,9281:  code-related elements and functions within programming contexts
610,-0.1807,3833: possessive references to ownership or personal items,8364: references to data structures and properties in programming contexts
611,0.1803,6159:  monetary figures and demands associated with legal or financial circumstances,12340: instances of copyright-related terms and reserved rights
612,-0.1803,"3731: sections of text containing structured, informational content related to various topics or categories",15209: technical terms and attributes related to system configuration and networking
613,0.1803,816: conjunctions and phrases indicating opposition or contrast,5790: references to personal experiences with movies and shows
614,0.18,6185:  programming syntax and structure used in coding languages,3099: sequences of punctuation marks and special characters in the text
615,0.1799,10579: phrases and terms associated with personal connections and emotional experiences,2192: references to Israel and its related entities or concepts
616,0.1798,13543: important keywords and concepts related to law and evaluations in formal contexts,6800: specific dates and times
617,0.1798,5255:  patterns of repetition or conjunctions within the text,"12168: meta-analytical reflections on progress, purpose, and societal issues"
618,0.1797,14289: specific numerical and scientific data points related to comparisons and effects,6896:  references to traditional Chinese medicine and its related studies
619,0.1796,4685: expressions of criticism or disagreement,12625: keywords related to exceptions and error handling in programming
620,0.1794,11584: terms and concepts related to rural housing and support programs,1500: terms related to quality in various contexts
621,0.1794,13702: elements related to programming constructs and data structures,"8168: emotional expressions and strong reactions, particularly related to conflict and self-expression"
622,0.1793,"8492:  code-related syntax and structure elements, particularly in configuration or build files",10220: the beginning of text segments or paragraphs
623,-0.179,11828: keywords and variables related to programming and code structures,9281:  code-related elements and functions within programming contexts
624,0.179,9095: end tags in HTML or XML structures,1629: the beginning of a document or text format indicators
625,0.179,"13932:  statements related to the presence of something, often in a questioning or declarative context",2763: technical terms related to finance and secure payment processes
626,0.1788,2214:  opening curly braces,15659: the closing braces '}' in code structures
627,0.1788,1888: special characters and symbols in the text,4902:  mathematical expressions and concepts related to derivatives
628,0.1787,2061:  function parameters and return values in coding documentation,"14775: data types and structures used in programming, particularly those related to unsigned integers and memory management"
629,-0.1787,14002: code related to HTML elements and AJAX data attributes,1145:  mathematical symbols and notations related to matrices and linear algebra
630,0.1787,2255: references to oppression and struggles against authority,"2321: proper nouns, specifically names and surnames"
631,-0.1786,7961: phrases and terms related to problem-solving and mathematical expressions,"14514:  structured data, specifically programming syntax or code fragments"
632,0.1785,15537:  numeric values associated with coding and programming parameters,15385:  mentions of fairness and credit reporting related concepts
633,0.1779,13437: proper names and email addresses,14718: connections between ideas or concepts in the text
634,-0.1777,6233: patterns related to numerical data and formatting,"8455:  data related to dates, times, or numerical values"
635,-0.1777,11584: terms and concepts related to rural housing and support programs,"10426:  HTML table structures or elements, specifically those with tbody and thead tags"
636,0.1776,2561: terms related to modifications and adjustments in settings or parameters,"15100: occurrences of the term ""any"" and its variations"
637,-0.1775,7174: special character sequences and codes,5790: references to personal experiences with movies and shows
638,-0.1774,14729: expressions of positive emotions and announcements related to achievements or collaboration,8708: programming-related syntax and functions
639,0.1772,12899: specific locations and cultural attributes related to tourism,1698:  the presence of significant medical conditions or terms indicative of health issues
640,0.1772,3040: important advisories or recommendations,13143:  programming constructs and data handling terms in code
641,0.1772,"3522: references to stone and rock materials, along with their properties and uses",4902:  mathematical expressions and concepts related to derivatives
642,-0.1771,12967:  locations and institutions associated with news events,451: topics related to health and illness
643,-0.1771,13543: important keywords and concepts related to law and evaluations in formal contexts,9281:  code-related elements and functions within programming contexts
644,0.177,8940:  phrases that indicate statements of value or personal opinion,9060: specific entities and their relationships within a content context
645,0.1769,432: references to clinical research and studies involving specific compounds or medical evaluations,1348:  social media interaction indicators
646,-0.1769,14005: references to scientific research and studies,"8198: specific numeric sequences or indices, likely indicating dates or organized listings"
647,0.1766,"11503: places, people, and locations mentioned in legal or criminal contexts",12625: keywords related to exceptions and error handling in programming
648,0.1765,15370: terms related to evaluation or judgment of quality and effectiveness,9832: keywords related to customer inquiries and product availability
649,0.1764,15378:  terms associated with biological entities,12414: phrases indicating transition or change
650,0.1763,13552: information related to scientific methodologies or experimental processes,256: specific programming syntax and elements related to data structures or types
651,-0.1763,8629:  elements of structured data or formatting indicators,15659: the closing braces '}' in code structures
652,-0.1763,13820: references to hierarchical systems and authority structures,12340: instances of copyright-related terms and reserved rights
653,-0.1763,12094: scientific and technical terms related to experimental results and methodologies,8754: elements related to logical statements and mathematical proofs
654,0.1763,660:  linguistic elements related to definite articles in various languages,419: syntax related to mathematical calculations or programming language elements
655,-0.176,"2445:  elements of mathematical structures or notation, especially related to linear algebra and matrix representations",6010:  formatted mathematical expressions or code
656,0.176,8791:  sentences expressing uncertainty or seeking clarification,"4086: references to specific entities or categories, particularly in relation to agreements or contracts"
657,0.176,6887: discussions around accountability and consequences related to authority and governance,14718: connections between ideas or concepts in the text
658,-0.1759,13129: HTML header tags and references to lists or arrays,15659: the closing braces '}' in code structures
659,-0.1758,14348: escape characters and line breaks in code-related contexts,1500: terms related to quality in various contexts
660,0.1757,2173: repetitive phrases or structures in the text,"1611: features and specifications of technological devices, particularly related to screens and cameras"
661,0.1755,"5581:  punctuation marks, particularly quotes and some special characters",3740: terms related to conversion and transformation processes
662,0.1754,1763: technical scientific terminology and units of measurement,6844: scientific references and technical terms related to chemical or molecular phenomena
663,0.1754,2119: elements related to systematic processes or methodologies in various contexts,10220: the beginning of text segments or paragraphs
664,0.1753,5719: sentence-ending punctuation marks,"10041: terms and phrases related to computing, particularly regarding resource management and limitations"
665,0.1749,9067:  references to specific statistics or numerical data,"10212: elements and structures related to data definitions and programming concepts, particularly in the context of object encoding and messages"
666,-0.1747,957: words indicating time and changes in circumstances,"10041: terms and phrases related to computing, particularly regarding resource management and limitations"
667,0.1747,2503: the presence of characters or symbols in the text,14665: items or terms related to foam and fantasy
668,0.1741,11584: terms and concepts related to rural housing and support programs,8808: phrases related to creative or fantastical elements in storytelling
669,0.1741,"8492:  code-related syntax and structure elements, particularly in configuration or build files",6647: references to buttons in various programming or interface contexts
670,-0.174,2331: specific numerical values and their references within various contexts,203: instances of special formatting or markers indicating the start and end of sections within the document
671,0.174,15537:  numeric values associated with coding and programming parameters,6710: terms associated with efficiency and optimization in processes
672,0.1738,2355: statements related to women's rights and societal expectations regarding gender roles,9832: keywords related to customer inquiries and product availability
673,-0.1737,12890: phrases indicating quantities or relationships in data,12340: instances of copyright-related terms and reserved rights
674,-0.1736,14366:  mathematical symbols and expressions,2620:  instances of structured data or code-related elements
675,-0.1736,5491: phrases related to identification and documentation,8890:  headers and content type specifications in HTTP requests or responses
676,0.1736,1640: geographical locations and their coordinates,"4086: references to specific entities or categories, particularly in relation to agreements or contracts"
677,0.1733,"3372: instances of organizational formation, structure, and restructuring in relation to law enforcement bodies",5699: mathematical symbols and expressions related to equations and operators
678,0.1733,"11503: places, people, and locations mentioned in legal or criminal contexts",12414: phrases indicating transition or change
679,0.1732,14131: references to former officials and their roles in government or significant organizations,14718: connections between ideas or concepts in the text
680,0.1731,6586: references to game entities and their management systems,"1508:  references to coding and programming concepts, particularly related to user input and functionalities"
681,-0.1731,6172: references to reading and textual consumption,761: references to state-related programming constructs and HTML document manipulation commands
682,0.1729,8508: criteria related to medical study inclusion and exclusion based on patient conditions and diagnosis,"14775: data types and structures used in programming, particularly those related to unsigned integers and memory management"
683,0.1726,13820: references to hierarchical systems and authority structures,9832: keywords related to customer inquiries and product availability
684,0.1724,6467: terms related to medical descriptions and conditions,404: medical terminology related to patient conditions and healthcare outcomes
685,0.1722,13870: parenthetical references or citations within the text,15209: technical terms and attributes related to system configuration and networking
686,0.1722,12890: phrases indicating quantities or relationships in data,"10426:  HTML table structures or elements, specifically those with tbody and thead tags"
687,0.1722,5037: dialogues or quotations in conversations,"14514:  structured data, specifically programming syntax or code fragments"
688,-0.1721,12890: phrases indicating quantities or relationships in data,8754: elements related to logical statements and mathematical proofs
689,-0.1721,14955: information related to ticket pricing and event details,5513: references to reviews and feedback processes
690,-0.1721,12646: elements related to legal terminology and formal processes,"10426:  HTML table structures or elements, specifically those with tbody and thead tags"
691,0.172,6172: references to reading and textual consumption,12625: keywords related to exceptions and error handling in programming
692,0.172,15630:  references to specific time markers or temporal events,"14775: data types and structures used in programming, particularly those related to unsigned integers and memory management"
693,-0.1719,9013:  phrases that express comparisons or similarities,10151: quantitative assessments and comparisons in research or analytical texts
694,0.1718,10978:  technical specifications related to data structure and programming concepts,"6951:  instances of specific high-importance tokens like ""<bos>"""
695,-0.1718,2160:  references to legal terms and procedural language,1294: legal terms and references related to court cases and administrative processes
696,0.1716,2197: references to legal charges and criminal activities involving individuals,15209: technical terms and attributes related to system configuration and networking
697,0.1715,11584: terms and concepts related to rural housing and support programs,5410:  phrases that indicate conversation or dialogue
698,0.1715,7762: terms related to reproductive health and community engagement strategies,9832: keywords related to customer inquiries and product availability
699,-0.1714,6586: references to game entities and their management systems,6896:  references to traditional Chinese medicine and its related studies
700,-0.1714,11584: terms and concepts related to rural housing and support programs,474: references to API and request-related structures in coding contexts
701,0.1714,2160:  references to legal terms and procedural language,8094: references to locations and affiliations
702,0.1711,12094: scientific and technical terms related to experimental results and methodologies,"14514:  structured data, specifically programming syntax or code fragments"
703,0.1711,16012: phrases indicating additional details or supplementary information,8754: elements related to logical statements and mathematical proofs
704,0.1711,"4354: HTML tags, specifically bold and italic formatting","8168: emotional expressions and strong reactions, particularly related to conflict and self-expression"
705,0.1707,"11503: places, people, and locations mentioned in legal or criminal contexts",12098:  system calls and related attributes in structured data or code
706,-0.1707,13702: elements related to programming constructs and data structures,12553: negative sentiments or disbelief expressed towards particular assessments or situations
707,-0.1707,11154:  instances of reported speech or references to statements made by individuals or entities,5790: references to personal experiences with movies and shows
708,-0.1707,10623:  connections between conditional phrases and possible outcomes,1701:  HTML code elements
709,0.1705,2891: repeated phrases or structures within the text,404: medical terminology related to patient conditions and healthcare outcomes
710,-0.1705,242:  conjunctions and related terms that indicate addition or connection,14657: terms related to list operations and data retrieval in programming contexts
711,0.1705,12028: terms related to energy efficiency and the operation of air conditioning systems,14161: legal terms and references related to therapy and medical conditions
712,-0.1704,2416: references to lines or formatting instructions in a document,3740: terms related to conversion and transformation processes
713,-0.1703,2801: conjunctions and punctuation in lengthy complex sentences,"10426:  HTML table structures or elements, specifically those with tbody and thead tags"
714,0.17,13701: information related to immune system interactions and their implications in various medical contexts,5513: references to reviews and feedback processes
715,-0.17,432: references to clinical research and studies involving specific compounds or medical evaluations,"14775: data types and structures used in programming, particularly those related to unsigned integers and memory management"
716,0.17,5287: expressions of emotional responses and sentiments,"10212: elements and structures related to data definitions and programming concepts, particularly in the context of object encoding and messages"
717,0.17,11223: phrases related to medical standards and care quality,1777: references to characters and their abilities in a fictional context
718,0.1699,"5581:  punctuation marks, particularly quotes and some special characters",3871:  keywords related to method declarations and return types in code
719,0.1699,11468: full stops or periods,"10426:  HTML table structures or elements, specifically those with tbody and thead tags"
720,-0.1696,4685: expressions of criticism or disagreement,"14775: data types and structures used in programming, particularly those related to unsigned integers and memory management"
721,0.1696,2618: professions and roles related to various careers or occupations,6896:  references to traditional Chinese medicine and its related studies
722,0.1696,7961: phrases and terms related to problem-solving and mathematical expressions,8754: elements related to logical statements and mathematical proofs
723,0.1693,14366:  mathematical symbols and expressions,8392: comment blocks or comments in the code
724,0.1692,1617: questions or statements expressing confusion or concern,9832: keywords related to customer inquiries and product availability
725,-0.1692,147:  references to academic topics or academic-related terms,14657: terms related to list operations and data retrieval in programming contexts
726,0.1692,7961: phrases and terms related to problem-solving and mathematical expressions,10220: the beginning of text segments or paragraphs
727,-0.1692,8940:  phrases that indicate statements of value or personal opinion,10954: concepts related to family dynamics and social structures
728,-0.1692,14729: expressions of positive emotions and announcements related to achievements or collaboration,1698:  the presence of significant medical conditions or terms indicative of health issues
729,0.1691,4123:  phrases related to judicial or legal processes and their outcomes,1701:  HTML code elements
730,-0.1691,7961: phrases and terms related to problem-solving and mathematical expressions,11553: discussions about food security and malnutrition issues
731,0.169,"6996:  instances of ""of"" and related phrases in various contexts",404: medical terminology related to patient conditions and healthcare outcomes
732,-0.1688,15026: mentions of environmental facilities and their management,14161: legal terms and references related to therapy and medical conditions
733,0.1687,6055: politically charged language surrounding government actions and controversies,8890:  headers and content type specifications in HTTP requests or responses
734,0.1686,13762: technical programming and markup language syntax,2620:  instances of structured data or code-related elements
735,-0.1685,"3731: sections of text containing structured, informational content related to various topics or categories",10784: specific technical terminology related to monitoring systems and their components
736,0.1685,"2308:  instances of the word ""smile"" and its variations",14247:  programming-related syntax and function calls
737,0.1683,7174: special character sequences and codes,4740:  references to battles and struggles in various contexts
738,0.1683,6490: indicators of emerging market status and economic positioning,"11025:  code-related terms, particularly those associated with class and method definitions in programming languages"
739,-0.1682,3040: important advisories or recommendations,250:  punctuation marks and formatting symbols
740,-0.168,2235:  references to specific measurements and characteristics in scientific contexts,14556:  aspects related to crime and justice
741,0.1677,2573: references to mocking frameworks and methodologies in testing contexts,"1508:  references to coding and programming concepts, particularly related to user input and functionalities"
742,0.1675,12958: terms related to product quality and effectiveness,2556: specific programming structures and data types in code
743,-0.1674,1617: questions or statements expressing confusion or concern,12340: instances of copyright-related terms and reserved rights
744,0.1672,14504:  references to restaurants and dining establishments,14656: place names and locations
745,0.1671,11784:  technical terms and names in an academic or programming context,1629: the beginning of a document or text format indicators
746,0.167,13286: keywords and terms related to viruses and mutations,8808: phrases related to creative or fantastical elements in storytelling
747,0.167,6304: legal terminology and concepts related to discrimination and harassment cases,14247:  programming-related syntax and function calls
748,0.167,2939:  special characters and punctuation marks in the text,2763: technical terms related to finance and secure payment processes
749,-0.167,13972: connections or relationships indicated by conjunctions in the text,9538:  various forms of proper nouns and identifiers
750,0.1669,11154:  instances of reported speech or references to statements made by individuals or entities,10314: mathematical symbols and variables related to formal proofs and definitions
751,-0.1667,10729: conjunctions and transitional phrases that indicate contrasts or relationships between ideas,3278:  occurrences of Java syntax and SQL commands
752,0.1667,12962: legal terminology and references to court cases,14718: connections between ideas or concepts in the text
753,0.1666,12494: keywords and phrases related to memory,8808: phrases related to creative or fantastical elements in storytelling
754,-0.1666,13124: specific terms related to limitations and deficits in contexts involving nutrients or resources,8808: phrases related to creative or fantastical elements in storytelling
755,-0.1666,11784:  technical terms and names in an academic or programming context,2763: technical terms related to finance and secure payment processes
756,0.1665,"7051: terms and concepts associated with programming, particularly relating to compilation and related processes","10426:  HTML table structures or elements, specifically those with tbody and thead tags"
757,-0.1665,6908: special characters and HTML entities,14247:  programming-related syntax and function calls
758,0.1663,2214:  opening curly braces,8808: phrases related to creative or fantastical elements in storytelling
759,0.1663,13842: terms related to depression and mental health diagnosis,10964: mathematical terms and symbols
760,0.1663,11636: symbols and mathematical notations related to equations or notation,9832: keywords related to customer inquiries and product availability
761,-0.1661,2197: references to legal charges and criminal activities involving individuals,1527:  prominent numerical data points or measurements
762,-0.166,6948:  file paths or import statements within code,4151:  phrases related to personal experiences and legal testimonies
763,0.166,2197: references to legal charges and criminal activities involving individuals,8890:  headers and content type specifications in HTTP requests or responses
764,-0.166,12094: scientific and technical terms related to experimental results and methodologies,15198: references to academic journals and their citations
765,0.166,9413: phrases and concepts related to criticism and chaos in social or political contexts,11815: phrases related to plans and their speculative nature
766,-0.1655,10234: references to items or objects in a structured format,13721: questions and answers in a quiz or assessment format
767,0.1655,13972: connections or relationships indicated by conjunctions in the text,3123: references to seasonal changes related to spring
768,0.1655,14955: information related to ticket pricing and event details,13451: terms related to destruction and annihilation
769,0.1654,"2445:  elements of mathematical structures or notation, especially related to linear algebra and matrix representations",404: medical terminology related to patient conditions and healthcare outcomes
770,-0.1653,5763: financial terms related to legal judgments and consumer transactions,12340: instances of copyright-related terms and reserved rights
771,-0.1653,2119: elements related to systematic processes or methodologies in various contexts,16336: 
772,-0.165,13842: terms related to depression and mental health diagnosis,14393:  strings that indicate formatting or structured data outputs
773,-0.165,5261:  numerical values and measurements,1746: technical terminology related to programming or computational concepts
774,0.165,2331: specific numerical values and their references within various contexts,14556:  aspects related to crime and justice
775,-0.1649,11204:  references to numerical values and measurements,14247:  programming-related syntax and function calls
776,-0.1647,2235:  references to specific measurements and characteristics in scientific contexts,"13073: elements related to collective emotional responses, particularly around grief and loss"
777,0.1647,9564: technical terminologies related to medicinal or biological processes,14161: legal terms and references related to therapy and medical conditions
778,0.1646,2404: language related to legal or financial obligations,1629: the beginning of a document or text format indicators
779,-0.1646,"2308:  instances of the word ""smile"" and its variations","10041: terms and phrases related to computing, particularly regarding resource management and limitations"
780,0.1646,14989:  mathematical expressions and notations,14718: connections between ideas or concepts in the text
781,0.1644,500:  topics related to organizational structure and standards in a production setting,"11712:  the start of a document or a new section, as indicated by special tokens"
782,-0.1643,14504:  references to restaurants and dining establishments,10349: words that end with specific suffixes or are in gerund forms
783,-0.1642,7961: phrases and terms related to problem-solving and mathematical expressions,4146:  references to project management and requirements
784,0.1641,242:  conjunctions and related terms that indicate addition or connection,"6262: structured data related to individuals, particularly their names and biographical information"
785,0.164,12899: specific locations and cultural attributes related to tourism,8708: programming-related syntax and functions
786,-0.164,5287: expressions of emotional responses and sentiments,10530: elements related to numerical or code representations
787,0.164,16205:  structured data expressions and command syntax in programming contexts,"8168: emotional expressions and strong reactions, particularly related to conflict and self-expression"
788,0.1637,3409: terms related to online purchasing and e-commerce,"12212: legal terminology and concepts related to law, especially in the context of legal proceedings and applicable statutes"
789,-0.1637,"8492:  code-related syntax and structure elements, particularly in configuration or build files","6262: structured data related to individuals, particularly their names and biographical information"
790,0.1637,14005: references to scientific research and studies,15385:  mentions of fairness and credit reporting related concepts
791,-0.1637,5491: phrases related to identification and documentation,5790: references to personal experiences with movies and shows
792,-0.1636,2404: language related to legal or financial obligations,8778:  code-related commands and functions for managing data persistence in a programming context
793,-0.1635,13762: technical programming and markup language syntax,4902:  mathematical expressions and concepts related to derivatives
794,0.1633,12605: indications of location or presence,"14775: data types and structures used in programming, particularly those related to unsigned integers and memory management"
795,0.1633,2503: the presence of characters or symbols in the text,4146:  references to project management and requirements
796,-0.1633,2416: references to lines or formatting instructions in a document,3871:  keywords related to method declarations and return types in code
797,0.1633,8572: terms related to conflicts of interest,5790: references to personal experiences with movies and shows
798,-0.1632,8183: words related to causes and effects,6896:  references to traditional Chinese medicine and its related studies
799,0.1632,9361:  references to joint tort liability and negligence in a legal context,14718: connections between ideas or concepts in the text
800,-0.1632,2801: conjunctions and punctuation in lengthy complex sentences,14665: items or terms related to foam and fantasy
801,-0.1632,13701: information related to immune system interactions and their implications in various medical contexts,13451: terms related to destruction and annihilation
802,0.1631,13509: scientific terminology related to medical and biochemical concepts,8675: references to measurements and performance indicators in a scientific or technical context
803,-0.163,"4354: HTML tags, specifically bold and italic formatting",12414: phrases indicating transition or change
804,0.1628,6254: terms related to significant health issues and their implications,14161: legal terms and references related to therapy and medical conditions
805,0.1625,10978:  technical specifications related to data structure and programming concepts,"10426:  HTML table structures or elements, specifically those with tbody and thead tags"
806,-0.1625,12890: phrases indicating quantities or relationships in data,4902:  mathematical expressions and concepts related to derivatives
807,0.1625,918: reported speech and quotations,15384:  keywords and terms related to specific actions or verbs in various contexts
808,-0.1624,816: conjunctions and phrases indicating opposition or contrast,"12168: meta-analytical reflections on progress, purpose, and societal issues"
809,0.1622,10063: elements related to data structure definitions and manipulations,"10212: elements and structures related to data definitions and programming concepts, particularly in the context of object encoding and messages"
810,-0.162,12958: terms related to product quality and effectiveness,9832: keywords related to customer inquiries and product availability
811,0.162,10993:  technical and programming-related terms,"6192: the word ""who"" in various grammatical forms"
812,0.162,6467: terms related to medical descriptions and conditions,6896:  references to traditional Chinese medicine and its related studies
813,-0.1619,"3731: sections of text containing structured, informational content related to various topics or categories","11025:  code-related terms, particularly those associated with class and method definitions in programming languages"
814,-0.1619,1640: geographical locations and their coordinates,256: specific programming syntax and elements related to data structures or types
815,0.1617,2561: terms related to modifications and adjustments in settings or parameters,4902:  mathematical expressions and concepts related to derivatives
816,0.1617,14269:  references to government budgets and financial decisions,3278:  occurrences of Java syntax and SQL commands
817,0.1617,6129: terms related to local government ordinances and legal proceedings,2763: technical terms related to finance and secure payment processes
818,-0.1616,15370: terms related to evaluation or judgment of quality and effectiveness,12340: instances of copyright-related terms and reserved rights
819,0.1616,13972: connections or relationships indicated by conjunctions in the text,10220: the beginning of text segments or paragraphs
820,-0.1616,6233: patterns related to numerical data and formatting,1839:  conversational interactions and expressions of well-being
821,-0.1615,5263: phrases and references related to organizations or groups,12340: instances of copyright-related terms and reserved rights
822,-0.1615,12115: statements expressing skepticism or concern about situations,14656: place names and locations
823,0.1614,2355: statements related to women's rights and societal expectations regarding gender roles,"6262: structured data related to individuals, particularly their names and biographical information"
824,-0.1614,7174: special character sequences and codes,1704: numeric values indicating quantities or financial figures
825,-0.1613,8503: elements related to market dynamics and communication,3099: sequences of punctuation marks and special characters in the text
826,-0.1613,"12748: syntactic structures related to programming logic, specifically conditions and control flow statements","14775: data types and structures used in programming, particularly those related to unsigned integers and memory management"
827,0.1611,6467: terms related to medical descriptions and conditions,8094: references to locations and affiliations
828,-0.1611,15537:  numeric values associated with coding and programming parameters,8613: questions or inquiries about functionality or issues related to software or systems
829,-0.1611,7174: special character sequences and codes,9060: specific entities and their relationships within a content context
830,-0.1611,13543: important keywords and concepts related to law and evaluations in formal contexts,3278:  occurrences of Java syntax and SQL commands
831,0.1611,242:  conjunctions and related terms that indicate addition or connection,15821: function declarations and their parameters in programming code
832,0.1611,14209: the beginning of new sections or paragraphs in a document,7150:  terms related to data manipulation in SQL and programming contexts
833,-0.1611,11870: terms related to the COVID-19 pandemic and its impact on poverty,9832: keywords related to customer inquiries and product availability
834,-0.1611,13702: elements related to programming constructs and data structures,6010:  formatted mathematical expressions or code
835,-0.161,"13396:  structured data formats, specifically key-value pairs and data type definitions in programming contexts",256: specific programming syntax and elements related to data structures or types
836,-0.161,7342: terms associated with healthcare and intervention strategies,13143:  programming constructs and data handling terms in code
837,0.1609,14269:  references to government budgets and financial decisions,1527:  prominent numerical data points or measurements
838,-0.1609,4726: references and citations in scientific writing,13875: references to expert opinions or knowledge related to inquiry and problem-solving
839,0.1609,10729: conjunctions and transitional phrases that indicate contrasts or relationships between ideas,14657: terms related to list operations and data retrieval in programming contexts
840,0.1606,2020: concepts related to responsibility and accountability in the context of technology and healthcare,10784: specific technical terminology related to monitoring systems and their components
841,0.1606,10558: statements about personal experiences and reflections involving reading and discussing various topics,7610:  numerical data or values
842,-0.1605,13702: elements related to programming constructs and data structures,6179: elements related to health-related guidelines and assessments
843,0.1605,"9504:  instances of the word ""then"" indicating a sequence of events or conclusions",14981:  code-related syntax and structures
844,-0.1605,1480: legal terminology related to parental rights and citizenship,15209: technical terms and attributes related to system configuration and networking
845,0.1604,10619: references to individuals or entities that are part of a group or organization,15209: technical terms and attributes related to system configuration and networking
846,-0.1604,11468: full stops or periods,15198: references to academic journals and their citations
847,0.1604,12494: keywords and phrases related to memory,7558: references to time and specific occurrences during events
848,0.1604,62: responses related to customer feedback or inquiries,12414: phrases indicating transition or change
849,0.1602,4697: terms related to geological or geographical features and references,"12212: legal terminology and concepts related to law, especially in the context of legal proceedings and applicable statutes"
850,-0.16,"1966: references to states or places, particularly focusing on Florida and Texas","10561:  occurrences of the word ""this"""
851,0.1598,242:  conjunctions and related terms that indicate addition or connection,"12921:  programming-related terms and concepts, particularly those associated with logging and debugging functions"
852,0.1598,14814: terms related to governmental and legal exemptions and regulatory processes,8392: comment blocks or comments in the code
853,-0.1598,12646: elements related to legal terminology and formal processes,8094: references to locations and affiliations
854,0.1598,"7459: clauses or references related to scoring, data calibration, and election processes",15198: references to academic journals and their citations
855,-0.1597,6467: terms related to medical descriptions and conditions,15385:  mentions of fairness and credit reporting related concepts
856,-0.1597,8111: HTML header tags,3278:  occurrences of Java syntax and SQL commands
857,-0.1597,12427: terms related to specific genetic conditions or abnormalities,256: specific programming syntax and elements related to data structures or types
858,0.1594,2586:  biographical details and personal history of individuals,2430:  instances of mathematical operations or functions in a technical context
859,0.1593,13701: information related to immune system interactions and their implications in various medical contexts,14187: specific medical terms and conditions related to health
860,-0.1593,15537:  numeric values associated with coding and programming parameters,10954: concepts related to family dynamics and social structures
861,-0.1593,6490: indicators of emerging market status and economic positioning,15659: the closing braces '}' in code structures
862,-0.1592,"760:  code-related keywords and structures, particularly focusing on functions and variable definitions in programming languages","11712:  the start of a document or a new section, as indicated by special tokens"
863,0.1589,8940:  phrases that indicate statements of value or personal opinion,"723:  various forms and contexts of the word ""display."""
864,-0.1589,13543: important keywords and concepts related to law and evaluations in formal contexts,11402:  sentences that involve inquiries or rhetorical questions
865,0.1588,5491: phrases related to identification and documentation,"12168: meta-analytical reflections on progress, purpose, and societal issues"
866,0.1587,9013:  phrases that express comparisons or similarities,6896:  references to traditional Chinese medicine and its related studies
867,0.1587,3724: references to television and broadcasting related terminology,1348:  social media interaction indicators
